ProductId,rating,review_count,factor
B0000YUXI0,4.405039664022398,2143,2147.4050396640223
B000142FVW,4.46790757381258,1558,1562.4679075738127
B00021DVCQ,3.852521408182683,1051,1054.8525214081826
B0002JKPA4,4.0544933078393885,1046,1050.0544933078395
B00016XJ4M,4.492307692307692,845,849.4923076923077
B00006IV2F,4.34375,704,708.34375
B0000632EN,3.978134110787172,686,689.9781341107872
B0001ZYLAO,4.351351351351352,666,670.3513513513514
B000142C1A,4.276666666666666,600,604.2766666666666
B0000CC64W,4.322033898305085,590,594.3220338983051
B00005O0MZ,4.082051282051282,585,589.0820512820512
B0000530ED,3.5222602739726026,584,587.5222602739726
B00004TUBL,4.634408602150538,558,562.6344086021505
B0000AFUTL,4.60573476702509,558,562.6057347670251
B0000ZLEFU,3.7381818181818183,550,553.7381818181818
B00011QUDE,3.614232209737828,534,537.6142322097378
B00021C1LI,4.458917835671342,499,503.45891783567134
B00027DMI8,3.8952991452991452,468,471.89529914529913
B0000Y3LAC,4.079913606911447,463,467.0799136069114
B0000536P4,3.9705882352941178,442,445.97058823529414
B00027DMSI,3.8735632183908044,435,438.8735632183908
B00005A9WP,3.8790697674418606,430,433.8790697674419
B0000UTUW4,4.356973995271868,423,427.35697399527186
B00021AK4I,4.310679611650485,412,416.31067961165047
B000052YM7,4.196601941747573,412,416.1966019417476
B00008J2XQ,4.586206896551724,406,410.58620689655174
B00021B8L2,3.744125326370757,383,386.74412532637075
B000050B6U,4.175066312997347,377,381.17506631299733
B00021DJ32,4.501408450704226,355,359.5014084507042
B0000UTUVU,4.339031339031339,351,355.33903133903135
B00007M0CP,3.3045977011494254,348,351.3045977011494
B000052YP6,4.642228739002933,341,345.6422287390029
B00005CDSP,3.167155425219941,341,344.16715542521996
B00006598X,4.504504504504505,333,337.5045045045045
B000248HLI,3.6786786786786787,333,336.6786786786787
B00008CMOQ,4.336363636363636,330,334.3363636363636
B00014WW38,4.284810126582278,316,320.2848101265823
B00005A43X,3.4634920634920636,315,318.4634920634921
B000052YMR,4.706070287539936,313,317.70607028753994
B00006IV30,3.8231511254019295,311,314.8231511254019
B00006JN4F,3.7572815533980584,309,312.75728155339806
B00008MNZH,4.039344262295082,305,309.03934426229506
B00006FRW7,4.223333333333334,300,304.22333333333336
B00028OC4K,4.364261168384879,291,295.36426116838487
B000052XZP,4.059027777777778,288,292.05902777777777
B00022WA9K,3.641843971631206,282,285.6418439716312
B000052ZTY,4.390334572490707,269,273.3903345724907
B00028M3N2,4.445283018867925,265,269.44528301886794
B0000536P3,4.287356321839081,261,265.28735632183907
B000052YOL,4.188235294117647,255,259.18823529411765
B00022WA9U,3.6338582677165356,254,257.63385826771656
B000271KR8,3.8433734939759034,249,252.8433734939759
B00005NAOD,4.431451612903226,248,252.43145161290323
B0002VQ0WO,3.402439024390244,246,249.40243902439025
B0002G21GI,3.9714285714285715,245,248.97142857142856
B00011QTZI,4.288209606986899,229,233.2882096069869
B0002G214U,3.1608695652173915,230,233.16086956521738
B000052YOR,4.530701754385965,228,232.53070175438597
B0001EL658,4.044444444444444,225,229.04444444444445
B00021AYF8,4.665178571428571,224,228.66517857142858
B00006JT6O,4.09375,224,228.09375
B0000Y3FRG,4.728506787330317,221,225.7285067873303
B000177FXW,4.5565610859728505,221,225.55656108597285
B00028LN1K,4.328767123287672,219,223.32876712328766
B00021CNCK,4.333333333333333,216,220.33333333333334
B0000Y3D4G,4.623255813953488,215,219.62325581395348
B00014DZ2K,4.690140845070423,213,217.69014084507043
B00008ZPGA,4.474178403755869,213,217.47417840375587
B0000535RD,4.093896713615023,213,217.093896713615
B00006498N,3.6745283018867925,212,215.6745283018868
B000127UUA,4.814285714285714,210,214.81428571428572
B00027DDOQ,3.9285714285714284,210,213.92857142857142
B0002DO1RS,3.323809523809524,210,213.32380952380953
B0000YUX4O,4.177884615384615,208,212.1778846153846
B00014DMQE,4.270531400966184,207,211.27053140096618
B00027D8IC,4.078048780487805,205,209.0780487804878
B00005NFBJ,4.142156862745098,204,208.1421568627451
B0002JKQ8K,4.5721393034825875,201,205.5721393034826
B0000C0XL8,4.462686567164179,201,205.46268656716418
B00008BNZ4,4.271356783919598,199,203.2713567839196
B000052YJH,4.702020202020202,198,202.7020202020202
B00027D0DU,4.186868686868687,198,202.18686868686868
B0000535CH,3.974747474747475,198,201.9747474747475
B0001EKWPI,4.717948717948718,195,199.71794871794873
B0000YUWY0,3.3333333333333335,192,195.33333333333334
B00008ZPG9,4.041884816753926,191,195.04188481675394
B000053L6W,4.147368421052631,190,194.14736842105262
B0000ZHH5G,4.680851063829787,188,192.68085106382978
B000052YOX,3.978723404255319,188,191.9787234042553
B000065DJY,3.1808510638297873,188,191.18085106382978
B00008X5CH,4.118918918918919,185,189.11891891891892
B00008MOQE,3.735135135135135,185,188.73513513513512
B000068U49,4.190217391304348,184,188.19021739130434
B0000CNR0E,3.922222222222222,180,183.92222222222222
B0000535UA,3.6555555555555554,180,183.65555555555557
B00009YJSJ,4.385474860335195,179,183.3854748603352
B0001XLSR0,3.764044943820225,178,181.76404494382024
B00011QUKW,4.096045197740113,177,181.09604519774012
B000052YM4,4.261363636363637,176,180.26136363636363
B00021B95W,4.181818181818182,176,180.1818181818182
B000052ZB4,4.080459770114943,174,178.08045977011494
B0001APV44,3.235632183908046,174,177.23563218390805
B00004TUBV,4.269005847953216,171,175.26900584795322
B0000AJ3PU,4.547058823529412,170,174.54705882352943
B00008KA7P,4.289156626506024,166,170.289156626506
B0002JGU30,4.157575757575757,165,169.15757575757576
B000092OX4,4.2073170731707314,164,168.20731707317074
B0002DUSR0,4.121951219512195,164,168.1219512195122
B00013TQRE,3.7560975609756095,164,167.7560975609756
B000052XW5,4.245398773006135,163,167.24539877300614
B0000535RA,4.030674846625767,163,167.03067484662577
B00005A443,2.926829268292683,164,166.9268292682927
B00028MLG6,4.656050955414012,157,161.656050955414
B0000632EE,4.146496815286624,157,161.1464968152866
B000273PEO,4.050955414012739,157,161.05095541401275
B00014D5O8,4.296774193548387,155,159.2967741935484
B0000531WZ,4.355263157894737,152,156.35526315789474
B0000530EZ,4.406666666666666,150,154.40666666666667
B00016RIIA,4.306666666666667,150,154.30666666666667
B00017XWJ8,4.449664429530201,149,153.4496644295302
B00015HBD8,4.662162162162162,148,152.66216216216216
B00005TZU8,4.587837837837838,148,152.58783783783784
B00027YZKM,3.1554054054054053,148,151.15540540540542
B00014GT78,4.1020408163265305,147,151.10204081632654
B00004U9UY,4.726027397260274,146,150.72602739726028
B00016WV6E,3.5273972602739727,146,149.52739726027397
B00027CDYM,4.328671328671328,143,147.32867132867133
B000052WYD,3.874125874125874,143,146.87412587412587
B0002QB1SC,4.584507042253521,142,146.58450704225353
B0001TMDF0,4.535714285714286,140,144.53571428571428
B0000533CC,4.0928571428571425,140,144.09285714285716
B0000535UT,4.179856115107913,139,143.17985611510792
B00008MOQN,3.841726618705036,139,142.84172661870502
B00011JOR8,4.442028985507246,138,142.44202898550725
B00027D6SE,4.195652173913044,138,142.19565217391303
B00021C5Y6,4.62043795620438,137,141.62043795620437
B00005NFBD,4.430656934306569,137,141.43065693430657
B00004TMFE,3.4452554744525545,137,140.44525547445255
B000052YJM,4.1911764705882355,136,140.19117647058823
B000141O6E,4.42962962962963,135,139.42962962962963
B00011QVHO,4.149253731343284,134,138.1492537313433
B0002DUSUW,3.0,135,138.0
B0000Y8H3S,3.736842105263158,133,136.73684210526315
B0000Y3COC,4.1679389312977095,131,135.1679389312977
B000094ZDX,4.131782945736434,129,133.13178294573643
B00028OSI0,4.2362204724409445,127,131.23622047244095
B00021AM9G,4.507936507936508,126,130.5079365079365
B0002VJIH8,3.5039370078740157,127,130.50393700787401
B0001TJX2Q,4.48,125,129.48
B00021C49W,4.333333333333333,123,127.33333333333333
B0001Y74VS,4.195121951219512,123,127.1951219512195
B00006IV22,4.162601626016261,123,127.16260162601625
B00012NJZA,3.983739837398374,123,126.98373983739837
B0001TQ9WI,4.491803278688525,122,126.49180327868852
B0001YXXUY,3.0569105691056913,123,126.0569105691057
B00016X604,4.239669421487603,121,125.2396694214876
B000127UVY,4.7899159663865545,119,123.78991596638656
B000196U04,4.369747899159663,119,123.36974789915966
B0001ZYL3Q,3.9747899159663866,119,122.97478991596638
B0000UJJH0,4.567796610169491,118,122.5677966101695
B00005B9FV,4.396551724137931,116,120.39655172413794
B00027EG9C,4.396551724137931,116,120.39655172413794
B0000Y3CRY,4.275862068965517,116,120.27586206896552
B000052YM3,4.120689655172414,116,120.12068965517241
B00014GTWS,3.560344827586207,116,119.5603448275862
B00023KDAW,4.478260869565218,115,119.47826086956522
B0000YV83O,3.9130434782608696,115,118.91304347826087
B0002SA9BU,3.491228070175439,114,117.49122807017544
B0001B86HM,3.6106194690265485,113,116.61061946902655
B0002A65LQ,4.25,112,116.25
B0000950LF,4.232142857142857,112,116.23214285714286
B0002RPTX4,4.214285714285714,112,116.21428571428571
B00021PDN6,4.621621621621622,111,115.62162162162163
B00014D1OW,3.5625,112,115.5625
B00006FDU6,2.4424778761061945,113,115.4424778761062
B00027DMLK,3.3214285714285716,112,115.32142857142857
B00020DY2O,4.1891891891891895,111,115.1891891891892
B0000C88FS,3.4144144144144146,111,114.41441441441441
B0001ZMXSQ,3.27027027027027,111,114.27027027027027
B00028F0NM,4.054545454545455,110,114.05454545454546
B000052WYN,3.809090909090909,110,113.80909090909091
B00008KA8D,4.541284403669724,109,113.54128440366972
B00007KQF3,4.348623853211009,109,113.34862385321101
B00005REAT,3.8256880733944953,109,112.8256880733945
B000141YHI,3.532110091743119,109,112.53211009174312
B00016WW8Q,4.527777777777778,108,112.52777777777777
B0001AGMWE,4.333333333333333,108,112.33333333333333
